referenceName;vernacularName ;type ;family
Aythya nyroca (GÅldenstÑdt, 1770);Fuligule nyroca;Anseriformes (Canards, Oies, Cygnes);Anatidae
Aythya valisineria (Wilson, 1814);Fuligule Ö dos blanc;Anseriformes (Canards, Oies, Cygnes);Anatidae
Bartramia longicauda (Bechstein, 1812);Bartramie des champs, Bartramie Ö longue queue, Maubäche des champs;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Berlepschia rikeri (Ridgway, 1886);Anabate des palmiers;Passeriformes (Passereaux);Furnariidae
Bombycilla cedrorum Vieillot, 1808;Jaseur d'AmÇrique;Passeriformes (Passereaux);Bombycillidae
Bombycilla garrulus (Linnaeus, 1758);Jaseur borÇal, Jaseur de Bohäme;Passeriformes (Passereaux);Bombycillidae
Bonasa bonasia (Linnaeus, 1758);GÇlinotte des bois;Galliformes;Phasianidae (TÇtras)
Bonasa umbellus (Linnaeus, 1766);GÇlinotte huppÇe;Galliformes;Phasianidae (TÇtras)
Botaurus lentiginosus (Rackett, 1813);Butor d'AmÇrique;Pelecaniformes;Ardeidae (HÇrons)
Botaurus pinnatus (Wagler, 1829);Butor mirasol;Pelecaniformes;Ardeidae (HÇrons)
Botaurus poiciloptilus (Wagler, 1827);Butor d'Australie;Pelecaniformes;Ardeidae (HÇrons)
Botaurus stellaris (Linnaeus, 1758);Butor ÇtoilÇ;Pelecaniformes;Ardeidae (HÇrons)
Brachygalba lugubris (Swainson, 1838);Jacamar brun;Piciformes (Pics);Galbulidae
Branta bernicla (Linnaeus, 1758);Bernache cravant;Anseriformes (Canards, Oies, Cygnes);Anatidae
Branta bernicla bernicla (Linnaeus, 1758);;Anseriformes (Canards, Oies, Cygnes);Anatidae
Branta bernicla hrota (O.F. MÅller, 1776);Bernache Ö ventre pÉle;Anseriformes (Canards, Oies, Cygnes);Anatidae
Branta canadensis (Linnaeus, 1758);Bernache du Canada;Anseriformes (Canards, Oies, Cygnes);Anatidae
Branta leucopsis (Bechstein, 1803);Bernache nonnette;Anseriformes (Canards, Oies, Cygnes);Anatidae
Branta nigricans (Lawrence, 1846);Bernache du Pacifique;Anseriformes (Canards, Oies, Cygnes);Anatidae
Branta ruficollis (Pallas, 1769);Bernache Ö cou roux;Anseriformes (Canards, Oies, Cygnes);Anatidae
Brotogeris chrysoptera (Linnaeus, 1766);Toui para;Psittaciformes (Perroquets, perruches);Psittacidae
Brotogeris versicolurus (P. L. S. MÅller, 1776);;Psittaciformes (Perroquets, perruches);Psittacidae
Bubo bubo (Linnaeus, 1758);Grand-duc d'Europe;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Bubo scandiaca (Linnaeus, 1758);Harfang des neiges;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Bubo virginianus (Gmelin, 1788);Grand-duc de Virginie, Grand Duc d?AmÇrique;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Bubo virginianus nacurutu (Vieillot, 1817);;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Bubulcus ibis (Linnaeus, 1758);HÇron garde-boeufs;Pelecaniformes;Ardeidae (HÇrons)
Bubulcus ibis coromandus (Boddaert, 1783);Gardeb?uf d'Asie;Pelecaniformes;Ardeidae (HÇrons)
Bubulcus ibis ibis (Linnaeus, 1758);HÇron garde-b?ufs;Pelecaniformes;Ardeidae (HÇrons)
Bucanetes githagineus (Lichtenstein, 1823);Roselin githagine, Bouvreuil githagine;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Bucco capensis Linnaeus, 1766;Tamatia Ö collier;Piciformes (Pics);Bucconidae
Bucco tamatia Gmelin, 1788;Tamatia tachetÇ;Piciformes (Pics);Bucconidae
Bucephala albeola (Linnaeus, 1758);Garrot albÇole;Anseriformes (Canards, Oies, Cygnes);Anatidae
Bucephala clangula (Linnaeus, 1758);Garrot Ö oeil d'or;Anseriformes (Canards, Oies, Cygnes);Anatidae
Bucephala islandica (Gmelin, 1789);Garrot d'Islande;Anseriformes (Canards, Oies, Cygnes);Anatidae
Bulweria bulwerii (Jardine & Selby, 1828);PÇtrel de Bulwer;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Bulweria fallax Jouanin, 1955;PÇtrel de Jouanin;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Burhinus oedicnemus (Linnaeus, 1758);Oedicnäme criard;Charadriiformes (Limicoles);Burhinidae
Busarellus nigricollis (Latham, 1790);Buse Ö tàte blanche;Accipitriformes;Accipitridae
Buteo albonotatus Kaup, 1847;Buse Ö queue barrÇe;Accipitriformes;Accipitridae
Buteo brachyurus Vieillot, 1816;Buse Ö queue courte;Accipitriformes;Accipitridae
Buteo buteo (Linnaeus, 1758);Buse variable;Accipitriformes;Accipitridae
Buteo buteo vulpinus Gloger, 1833;;Accipitriformes;Accipitridae
Buteo jamaicensis (Gmelin, 1788);Buse Ö queue rousse;Accipitriformes;Accipitridae
Buteo lagopus (Pontoppidan, 1763);Buse pattue;Accipitriformes;Accipitridae
Buteo nitidus (Latham, 1790);Buse cendrÇe;Accipitriformes;Accipitridae
Buteo platypterus (Vieillot, 1823);Petite Buse;Accipitriformes;Accipitridae
Buteo rufinus (Cretzschmar, 1827);Buse fÇroce;Accipitriformes;Accipitridae
Buteo rufinus cirtensis (Levaillant, 1850);;Accipitriformes;Accipitridae
Buteogallus aequinoctialis (Gmelin, 1788);Buse buson;Accipitriformes;Accipitridae
Buteogallus anthracinus Deppe, 1830;;Accipitriformes;Accipitridae
Buteogallus meridionalis (Latham, 1790);Buse roussÉtre;Accipitriformes;Accipitridae
Buteogallus schistaceus (Sundevall, 1850);Buse ardoisÇe;Accipitriformes;Accipitridae
Buteogallus urubitinga (Gmelin, 1788);Buse urubu;Accipitriformes;Accipitridae
Butorides striata (Linnaeus, 1758);HÇron striÇ;Pelecaniformes;Ardeidae (HÇrons)
Butorides striata macrorhyncha (Gould, 1848);HÇron striÇ;Pelecaniformes;Ardeidae (HÇrons)
Butorides striata patruelis (Peale, 1848);;Pelecaniformes;Ardeidae (HÇrons)
Butorides striata rhizoporae;HÇron striÇ;Pelecaniformes;Ardeidae (HÇrons)
Butorides striata rutenbergi (Hartlaub, 1880);HÇron striÇ, Blongios vert, HÇron vert;Pelecaniformes;Ardeidae (HÇrons)
Butorides virescens (Linnaeus, 1758);HÇron vert;Pelecaniformes;Ardeidae (HÇrons)
Cacicus cela (Linnaeus, 1758);Cassique cul-jaune;Passeriformes (Passereaux);Icteridae
Cacicus haemorrhous (Linnaeus, 1766);Cassique cul-rouge;Passeriformes (Passereaux);Icteridae
Cacomantis flabelliformis (Latham, 1801);;Cuculiformes (Coucous);Cuculidae
Cacomantis flabelliformis pyrrhophanus (Vieillot, 1817);Coucou Ö Çventail, Monteur de gamme;Cuculiformes (Coucous);Cuculidae
Cairina moschata (Linnaeus, 1758);Canard musquÇ;Anseriformes (Canards, Oies, Cygnes);Anatidae
Calandrella brachydactyla (Leisler, 1814);Alouette calandrelle;Passeriformes (Passereaux);Alaudidae
Calandrella rufescens (Vieillot, 1820);Alouette pispolette;Passeriformes (Passereaux);Alaudidae
Calcarius lapponicus (Linnaeus, 1758);Bruant lapon;Passeriformes (Passereaux);Calcariidae
Calcarius ornatus Townsend, 1837;Bruant Ö col roux;Passeriformes (Passereaux);Calcariidae
Calidris acuminata (Horsfield, 1821);BÇcasseau Ö queue pointue;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris alba (Pallas, 1764);BÇcasseau sanderling;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris alpina (Linnaeus, 1758);BÇcasseau variable;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris alpina alpina (Linnaeus, 1758);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris alpina arctica (Schioler, 1922);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris alpina schinzii (Brehm, 1822);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris bairdii (Coues, 1861);BÇcasseau de Baird;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris canutus (Linnaeus, 1758);BÇcasseau maubäche;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris canutus canutus (Linnaeus, 1758);BÇcasseau maubäche;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris canutus islandica (Linnaeus, 1767);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris canutus rufa (A. Wilson, 1813);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris falcinellus (Pontoppidan, 1763);BÇcasseau falcinelle;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris ferruginea (Pontoppidan, 1763);BÇcasseau cocorli;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris fuscicollis (Vieillot, 1819);BÇcasseau de Bonaparte, BÇcasseau Ö croupion blanc;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris himantopus (Bonaparte, 1826);BÇcasseau Ö Çchasses, BÇcasseau Çchasse;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris maritima (BrÅnnich, 1764);BÇcasseau violet;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris mauri (Cabanis, 1857);BÇcasseau d'Alaska;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris melanotos (Vieillot, 1819);BÇcasseau tachetÇ, BÇcasseau Ö poitrine cendrÇe;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris minuta (Leisler, 1812);BÇcasseau minute;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris minutilla (Vieillot, 1819);BÇcasseau minuscule;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris pugnax (Linnaeus, 1758);Chevalier combattant, Combattant variÇ;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris pusilla (Linnaeus, 1758);BÇcasseau semipalmÇ;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris ruficollis (Pallas, 1776);BÇcasseau Ö cou roux;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris subruficollis (Vieillot, 1819);BÇcasseau rousset, BÇcasseau roussÉtre;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris temminckii (Leisler, 1812);BÇcasseau de Temminck;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Calidris tenuirostris (Horsfield, 1821);BÇcasseau de l'Anadyr;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Callipepla californica (Shaw, 1798);Colin de Californie;Galliformes;Odontophoridae
Calliphlox amethystina (Boddaert, 1783);Colibri amÇthyste;Caprimulgiformes;Trochilidae
Callonetta leucophrys (Vieillot, 1816);Canard Ö collier noir;Anseriformes (Canards, Oies, Cygnes);Anatidae
Caloenas canacorum Balouet & Olson, 1989;;Columbiformes (Pigeons, Tourterelles);Columbidae
Calonectris diomedea (Scopoli, 1769);Puffin cendrÇ, Puffin de Scopoli;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Calonectris leucomelas (Temminck, 1835);Puffin leucomäle;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Campephilus melanoleucos (Gmelin, 1788);Pic de Malherbe;Piciformes (Pics);Picidae
Campephilus rubricollis (Boddaert, 1783);Pic Ö cou rouge;Piciformes (Pics);Picidae
Camptostoma obsoletum (Temminck, 1824);Tyranneau passegris;Passeriformes (Passereaux);Tyrannidae
Camptostoma obsoletum napaeum (Ridgway, 1888);;Passeriformes (Passereaux);Tyrannidae
Campylopterus largipennis (Boddaert, 1783);Campyloptäre Ö ventre gris;Caprimulgiformes;Trochilidae
Campylorhamphus procurvoides (Lafresnaye, 1850);Grimpar Ö bec courbe;Passeriformes (Passereaux);Furnariidae
Cantorchilus leucotis (Lafresnaye, 1845);Troglodyte Ö face pÉle;Passeriformes (Passereaux);Troglodytidae
Cantorchilus leucotis albipectus Cabanis, 1849;;Passeriformes (Passereaux);Troglodytidae
Capito niger (Statius MÅller, 1776);CabÇzon tachetÇ;Piciformes (Pics);Capitonidae
Caprimulgus europaeus Linnaeus, 1758;Engoulevent d'Europe;Caprimulgiformes;Caprimulgidae
Caprimulgus ruficollis Temminck, 1820;Engoulevent Ö collier roux;Caprimulgiformes;Caprimulgidae
Caprimulgus rufus (Boddaert, 1783);;Caprimulgiformes;Caprimulgidae
Caprimulgus vociferus A. Wilson, 1812;Engoulevent bois-pourri;Caprimulgiformes;Caprimulgidae
Capsiempis flaveola (Lichtenstein, 1823);Tyranneau flavÇole;Passeriformes (Passereaux);Tyrannidae
Capsiempis flaveola cerula Wetmore, 1939;;Passeriformes (Passereaux);Tyrannidae
Capsiempsis flaveola;;Passeriformes (Passereaux);Tyrannidae
Caracara cheriway (Jacquin, 1784);Caracara du Nord;Falconiformes (Rapaces diurnes);Falconidae
Caracara plancus (Miller, 1777);;Falconiformes (Rapaces diurnes);Falconidae
Cardellina canadensis (Linnaeus, 1766);Paruline du Canada;Passeriformes (Passereaux);Parulidae
Cardellina pusilla (Wilson, 1811);Paruline Ö calotte noire;Passeriformes (Passereaux);Parulidae
Carduelis cannabina (Linnaeus, 1758);Linotte mÇlodieuse;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis carduelis (Linnaeus, 1758);Chardonneret ÇlÇgant;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis chloris (Linnaeus, 1758);Verdier d'Europe;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis citrinella (Pallas, 1764);Venturon montagnard;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis corsicana (Koenig, 1899);Venturon corse;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis flammea (Linnaeus, 1758);Sizerin flammÇ;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis flammea cabaret (MÅller, 1776);Sizerin cabaret;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis flammea flammea (Linnaeus, 1758);Sizerin borÇal;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis flavirostris (Linnaeus, 1758);Linotte Ö bec jaune;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis hornemanni (Holboell, 1843);Sizerin blanchÉtre;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis pinus (A. Wilson, 1810);Tarin des Pins, Chardonneret des pins;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis spinus (Linnaeus, 1758);Tarin des aulnes;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carduelis tristis (Linnaeus, 1758);Chardonneret jaune;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carpodacus erythrinus (Pallas, 1770);Roselin cramoisi;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Carpodacus purpureus (Gmelin, 1789);Roselin pourprÇ;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Caryothraustes canadensis (Linnaeus, 1766);Cardinal flavert;Passeriformes (Passereaux);Cardinalidae
Cathartes aura (Linnaeus, 1758);Urubu Ö tàte rouge, Vautour aura, Vautour Ö tàte rouge;Accipitriformes;Cathartidae
Cathartes aura ruficollis Spix, 1824;;Accipitriformes;Cathartidae
Cathartes burrovianus Cassin, 1845;Urubu Ö tàte jaune;Accipitriformes;Cathartidae
Cathartes burrovianus urubutinga Pelzeln, 1861;;Accipitriformes;Cathartidae
Cathartes melambrotus Wetmore, 1964;Grand Urubu;Accipitriformes;Cathartidae
Catharus bicknelli (Ridgway, 1882);Grive de Bicknell;Passeriformes (Passereaux);Turdidae (Merles, Rouges-gorges, Grives)
Catharus fuscescens (Stephens, 1817);Grive fauve;Passeriformes (Passereaux);Turdidae (Merles, Rouges-gorges, Grives)
Catharus guttatus (Pallas, 1811);Grive solitaire;Passeriformes (Passereaux);Turdidae (Merles, Rouges-gorges, Grives)
Catharus minimus (Lafresnaye, 1848);Grive Ö joues grises;Passeriformes (Passereaux);Turdidae (Merles, Rouges-gorges, Grives)
Catharus mustelinus (Gmelin, 1789);;Passeriformes (Passereaux);Turdidae (Merles, Rouges-gorges, Grives)
Catharus ustulatus (Nuttall, 1840);Grivette Ö dos olive, Grive Ö dos olive;Passeriformes (Passereaux);Turdidae (Merles, Rouges-gorges, Grives)
Cecropis abyssinica (GuÇrin-MÇneville, 1843);Hirondelle striÇe, Hirondelle Ö gorge striÇe;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Cecropis daurica (Laxmann, 1769);Hirondelle rousseline;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Celeus elegans (Statius MÅller, 1776);Pic mordorÇ;Piciformes (Pics);Picidae
Celeus flavus (Statius MÅller, 1776);Pic jaune;Piciformes (Pics);Picidae
Celeus grammicus (Natterer & Malherbe, 1845);;Piciformes (Pics);Picidae
Celeus torquatus (Boddaert, 1783);Pic Ö cravate noire;Piciformes (Pics);Picidae
Celeus undatus (Linnaeus, 1766);Pic ondÇ;Piciformes (Pics);Picidae
Cepphus grylle (Linnaeus, 1758);Guillemot Ö miroir;Charadriiformes (Limicoles);Alcidae (Macareux, Guillemots, Pingouins)
Ceratopipra erythrocephala (Linnaeus, 1758);;Passeriformes (Passereaux);Pipridae
Cercomacra cinerascens (Sclater, 1857);Grisin ardoisÇ;Passeriformes (Passereaux);Thamnophilidae
Cercomacra cinerascens immaculata Chubb, 1918;;Passeriformes (Passereaux);Thamnophilidae
Cercomacroides nigrescens (Cabanis & Heine, 1859);Grisin noirÉtre;Passeriformes (Passereaux);Thamnophilidae
Cercomacroides tyrannina (Sclater, 1855);Grisin sombre;Passeriformes (Passereaux);Thamnophilidae
Cercomacroides tyrannina saturatior (Chubb, 1918);;Passeriformes (Passereaux);Thamnophilidae
Cercotrichas galactotes (Temminck, 1820);Agrobate roux;Passeriformes (Passereaux);Saxicolidae
Certhia americana Bonaparte, 1838;Grimpereau brun;Passeriformes (Passereaux);Certhiidae (Grimpereaux)
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;Passeriformes (Passereaux);Certhiidae (Grimpereaux)
Certhia familiaris Linnaeus, 1758;Grimpereau des bois;Passeriformes (Passereaux);Certhiidae (Grimpereaux)
Certhiasomus stictolaemus (Pelzeln, 1868);Grimpar Ö gorge tachetÇe;Passeriformes (Passereaux);Furnariidae
Certhiasomus stictolaemus clarior (Zimmer, 1929);;Passeriformes (Passereaux);Furnariidae
Certhiaxis cinnamomeus (Gmelin, 1788);Synallaxe Ö gorge jaune;Passeriformes (Passereaux);Furnariidae
Cettia cetti (Temminck, 1820);Bouscarle de Cetti;Passeriformes (Passereaux);Sylviidae
Chaetura brachyura (Jardine, 1846);Martinet polioure;Caprimulgiformes;Apodidae
Chaetura chapmani Hellmayr, 1907;Martinet de Chapman;Caprimulgiformes;Apodidae
Chaetura martinica (Hermann, 1783);Martinet chiquesol, Petit martinet noir, Hirondelle;Caprimulgiformes;Apodidae
Chaetura meridionalis Hellmayr, 1907;Martinet de Sick;Caprimulgiformes;Apodidae
Chaetura pelagica (Linnaeus, 1758);Martinet ramoneur;Caprimulgiformes;Apodidae
Chaetura spinicaudus (Temminck, 1839);Martinet spinicaude;Caprimulgiformes;Apodidae
Chaetura vauxi (Townsend, 1839);;Caprimulgiformes;Apodidae
Chaetura vauxi andrei Berlepsch & Hartert, 1902;;Caprimulgiformes;Apodidae
Chalcophaps indica (Linnaeus, 1758);;Columbiformes (Pigeons, Tourterelles);Columbidae
Chalcophaps indica chrysochlora (Wagler, 1827);Colombine du Pacifique, Tourterelle verte;Columbiformes (Pigeons, Tourterelles);Columbidae
Chalcophaps indica sandwichensis Ramsay, 1878;;Columbiformes (Pigeons, Tourterelles);Columbidae
Charadrius alexandrinus Linnaeus, 1758;Gravelot Ö collier interrompu, Gravelot de Kent;Charadriiformes (Limicoles);Charadriidae
Charadrius asiaticus Pallas, 1773;Gravelot asiatique, Pluvier asiatique;Charadriiformes (Limicoles);Charadriidae
Charadrius bicinctus Jardine & Selby, 1827;Pluvier Ö double collier;Charadriiformes (Limicoles);Charadriidae
Charadrius collaris Vieillot, 1818;Pluvier d'Azara, Gravelot d?Azara;Charadriiformes (Limicoles);Charadriidae
Charadrius dubius Scopoli, 1786;Petit Gravelot;Charadriiformes (Limicoles);Charadriidae
Charadrius hiaticula Linnaeus, 1758;Grand Gravelot;Charadriiformes (Limicoles);Charadriidae
Charadrius leschenaultii Lesson, 1826;Gravelot de Leschenault, Pluvier de Leschenault;Charadriiformes (Limicoles);Charadriidae
Charadrius marginatus Vieillot, 1818;Pluvier Ö front blanc;Charadriiformes (Limicoles);Charadriidae
Charadrius melodus Ord, 1824;Gravelot siffleur, Pluvier siffleur;Charadriiformes (Limicoles);Charadriidae
Charadrius mongolus Pallas, 1776;Gravelot mongol, Pluvier mongol, Pluvier de Mongolie;Charadriiformes (Limicoles);Charadriidae
Charadrius nivosus (Cassin, 1858);Pluvier neigeux;Charadriiformes (Limicoles);Charadriidae
Charadrius pecuarius Temminck, 1823;Gravelot pÉtre;Charadriiformes (Limicoles);Charadriidae
Charadrius semipalmatus Bonaparte, 1825;Pluvier semipalmÇ, Gravelot semipalmÇ;Charadriiformes (Limicoles);Charadriidae
Charadrius tricollaris Vieillot, 1818;Pluvier Ö triple collier;Charadriiformes (Limicoles);Charadriidae
Charadrius veredus Gould, 1848;Pluvier oriental;Charadriiformes (Limicoles);Charadriidae
Charadrius vociferus Linnaeus, 1758;Gravelot kildir, Pluvier kildir;Charadriiformes (Limicoles);Charadriidae
Charadrius vociferus ternominatus Bangs & Kennard, 1920;;Charadriiformes (Limicoles);Charadriidae
Charadrius wilsonia cinnamominus (Ridgway, 1919);;Charadriiformes (Limicoles);Charadriidae
Charadrius wilsonia Ord, 1814;Pluvier de Wilson, Gravelot de Wilson, Collier;Charadriiformes (Limicoles);Charadriidae
